"COD","Società"
"FG287","AL BOVIO FOGGIA"
"FG288","ATLETICA DAUNIA FOGGIA"
"FG289","VIESTE RUNNERS"
"FG291","ASD RUNNING CLUB TORREMAGGIORE"
"FG292","GR. POD. MONTE SANT'ANGELO"
"FG293","ASD VELOCLUB CARPINO RUNNERS"
"FG294","A.S.D. FOGGIA RUNNING"
"FG295","ASD MANFREDONIA CORRE"
"FG296","ASD ATLETICA STUDENTESCA"
"FG298","APRICENA IN CORSA"
"FG299","A.S.D. DAUNIA RUNNING"
"FG800","ASD GYMNASIUM 2010 ISCHITELLA"
"FG801","PODISTICA VICO DEL GARGANO"
"FG803","A.S.D. RUNNING ACADEMY LUCERA"
"FG804","RUNNERS CERIGNOLA A.S.D."
"FG806","I SARACENI DI LUCERA"
"FG808","A.S.D. TRIDENTE"
"FG811","A.S.D. ATLETICA APRICENA"
"FG812","A.S.D. APRICENA RUNNERS"
"FG813","ASD POLISPORTIVA EPPE MERLA"
"FG816","ASD BEVILACQUA OLYMPICS 7HT"
"FG819","ASD  POL. FOGGIA U. GIORDANO"
"FG821","US ATLETICA S GIOVANNI ROTONDO"
"FI001","ASSI GIGLIO ROSSO FIRENZE"
"FI002","ATLETICA FIRENZE MARATHON S.S."
"FI003","G.S. LE PANCHE CASTELQUARTO"
"FI004","G.S.IL FIORINO"
"FI005","ATL.SESTESE"
"FI006","GS ATL. SIGNA"
"FI007","TOSCANA ATL.EMPOLI NISSAN"
"FI009","PROSPORT ATL. FIRENZE"
"FI011","A.S.N.ATLETICA LASTRA"
"FI013","ATL. SESTESE FEMMINILE"
"FI015","A.S.A. FIRENZE"
"FI018","TOSCANA ATLETICA"
"FI020","ATLETICA FIRENZE"
"FI021","ATL. CASTELLO"
"FI023","ATL. FUCECCHIO"
"FI025","ATLETICA CALENZANO"
"FI026","UISP PROSPORT SCANDICCI"
"FI027","ATL.LEG.IMPRUNETA E FIRENZE"
"FI029","ATLETICA CAMPI BISENZIO"
"FI031","G.S. PIEVE A RIPOLI"
"FI040","ATLETICA FIORENTINA"
"FI096","G.S. MAIANO"
"FI177","A.S. ATL. VINCI"
"FI239","PODISTICA EMPOLESE 1986 ASD"
"FI365","TEAM ALLIEVE 2006"
"FI384","ATLETICA FUTURA A.S.D."
"FI393","A.S.D. ATL. MARCIATORI MUGELLO"
"FI395","POL. DIL. OMEGA.COM"
"FI407","POLISPORTIVA I'GIGLIO"
"FI409","PALESTRA EQUINOX SRL"
"FI411","ACSI SPORT TOSCANA SSDRL"
"FI420","A.S.D. RUNNERS BARBERINO"
"FI428","A.S.D. MARATONA MUGELLO"
"FI434","ATHLETIC CLUB FIORENTINA CASTE"
"FI441","GRUPPO PODISTI RESCO 1909"
"FI443","NRT FIRENZE ASD"
"FI447","IL PONTE SCANDICCI ASD"
"FI448","CLUB AUSONIA ASD"
"FI450","UNIONE SPORTIVA NAVE ASD"
"FI451","LUIVAN SETTIGNANO"
"FI455","MONTESPORT MONTESPERTOLI A.S.D"
"FI457","CLUB SPORTIVO FIRENZE 1870 P.D"
"FI476","ATTRAVERSO RUNNING ASD"
"FI488","POLISPORTIVA ELLERA ASD"
"FI501","LA FONTANINA ASD"
"FI503","FIRENZE SOCIAL RUNNER ASD"
"FM002","ATL. SANGIORGESE R.ROCCHETTI"
"FM003","SPORT ATL. FERMO"
"FM008","ATL. ELPIDIENSE AVIS AIDO"
"FM011","A. ATL. PORTO S. ELPIDIO"
"FM017","ATL. MONTEGRANARO"
"FM018","A.POD. AVIS MOB. LATTANZI"
"FM020","A.POD. VALTENNA"
"FM023","POD. MORETTI CORVA"
"FM027","ASS. POD. CASETTE D'ETE"
"FM039","ATL. MONTURANESE"
"FM050","TEAM ATLETICA MARCHE"
"FM054","ASD PODISTICA  MONTEGRANARO"
"FM055","TEAM ATLETICA PORTO S. ELPIDIO"
"FM057","POLISPORTIVA SERVIGLIANO ASD"
"FM058","ASD PORTO SAN GIORGIO RUNNERS"
"FR210","POL. CIOCIARA ANTONIO FAVA"
"FR212","ATLETICA COSTUME E SOCIETA'"
"FR214","POL. ATLETICA CEPRANO"
"FR215","ATLETICA SMILE"
"FR216","A.S.D. FROSINONE SPORT"
"FR219","ASD RUNNERS ELITE CECCANO"
"FR221","A.S.D. JANULA SPORT"
"FR222","ATLETICA CECCANO"
"FR223","ASD ATL.CITTA' DEI PAPI ANAGNI"
"FR225","ATLETICA ARCE"
"FR226","ASD ENDURANCE TRAINING"
"FR228","ATLETICA EIDOS"
"FR229","A.S.D. FENICE SPORT"
"FR230","SORA RUNNERS CLUB"
"FR231","A.S.D. POL. STUD. PONTECORVO"
"FR232","ATL. TRAINING"
"FR237","ATL. AMATORI FIAT CASSINO"
"FR238","PODISTICA DEI FIORI"
"FR239","RUNNERS CLUB ANAGNI"
"FR241","APROCIS RUNNERS TEAM"
"FR244","ATL. FROSINONE"
"FR245","POD. AMATORI MOROLO"
"FR252","ASD ATLETICA FERENTINO"
"FR256","CUS CASSINO"
"FR270","A.S.D. LIRI RUNNERS"
"FR280","ATLETICA CASSINO"
"FR290","IL CORRIDORE RUNNING CLUB ASD"
"FR294","A.S.D. ATLETICA SORA"
"FR418","ARPINO RUNNING ASD"
"FR420","TEAM FRACTIVE FONTANA LIRI ASD"
"FR421","ASD CASTRO RUNNING AVIS TEAM"
"FR523","POD. ORO FANTASY"
"GE001","A.A.A. GENOVA"
"GE002","A.S.D.  C.U.S. GENOVA"
"GE003","S.S. TRIONFO LIGURE"
"GE005","S. ATL. GENOA 'ATLETICA'"
"GE007","POL. ARENZANO SEZ. ATLETICA"
"GE008","C.F.F.S.D. COGOLETO ATLETICA"
"GE009","ASD ZENA RUNNERS"
"GE010","ATHLE TEAM GENOVA ASD"
"GE012","ATLETICA LEVANTE"
"GE016","ATL. UNIVERSALE  DON BOSCO"
"GE017","GRUPPO CITTA' DI GENOVA"
"GE018","CROCERA STADIUM S.S.D.R.L."
"GE020","EMOZIONI SPORT TEAM A.S.D."
"GE021","RENSEN SPORT TEAM ASD"
"GE024","SISPORT SSD ARL"
"GE036","PRO RECCO TRIATHLON ASD"
"GE042","TEAM 42195"
"GE050","USD CALVARESE ATLETICA"
"GE055","MARATONETI GENOVESI"
"GE070","G.S. GAIAZZA ASD"
"GE076","G.S. CHIABRERA"
"GE100","ASD GRUPPO CITTA DI GENOVA"
"GE102","A.D. POLISPORTIVA PONTECARREGA"
"GE111","CAMBIASO RISSO RUNNING TEAM GE"
"GE120","A.S.D.4JUMPS"
"GE133","ATLETICA DUE PERLE"
"GE135","ATLETICA FRECCE ZENA"
"GE140","DELTA SPEDIZIONI"
"GE150","ASD ATLETICA GENOVA VALBISAGNO"
"GE400","A.S.D. STRONG RUNNER TEAM"
"GE456","ASD PODISTICA PERALTO GENOVA"
"GE556","G.A.U. GIOVANI AMICI UNITI"
"GE572","G.S. COMUNALE S. OLCESE"
"GE577","CIRCOLO PORTUALE LUIGI RUM"
"GE578","PODISTICA VALPOLCEVERA"
"GE584","MARATONETI DEL TIGULLIO"
"GE777","SPORTINSIEME BOLZANETO"
"GE832","RUNNING TWEET TEAM"
"GE900","ASD LA GIOSTRA DELLA FANTASIA"
"GE933","ATLETICA VALLE SCRIVIA"
"GO047","ATLETICA MONFALCONE"
"GO050","ATLETICA GORIZIA"
"GO056","TORRIANA CA. RI. FVG"
"GO085","UNIONE GINNASTICA GORIZIANA"
"GO086","SPORT ACADEMY"
"GO502","GRUPPO MARCIATORI GORIZIA"
"GO503","RUNNING CLUB 2 MONFALCONE"
"GO507","GRUPPO MARCIATORI TEENAGER"
"GO511","INTREPIDA MARIANO"
"GO512","A.S.D. BIKE&RUN GORIZIA"
"GO513","GO TRI TEAM A.S.D."
"GR028","COOP SPORTIVA DIL. YMCA"
"GR065","ATLETICA GROSSETO BANCA TEMA"
"GR142","ATL. CASTIGLIONESE"
"GR342","ATL.FOLLONICA"
"GR386","CENTRO MILITARE VETERINARIO"
"GR432","ASD TRACK & FIELD MASTER GROSS"
"GR454","TEAM MARATHON BIKE"
"IM010","A.S.D. ATLETICA SANREMO"
"IM012","ASD ATLETICA VENTIMIGLIA"
"IM020","VENTIMIGLIA MARATHON"
"IM029","ASD MAURINA OLIO CARLI"
"IM030","ATLETICA FOCE SANREMO"
"IM034","ASS. PRO SAN PIETRO SANREMO"
"IM035","ASD ATLETICA VALLECROSIA"
"IM038","A.S. ATLETICA 2000 BORDIGHERA"
"IM042","SANTO STEFANO ATLETICA PLANUM"
"IM050","NATURUN TEAM VALLE ARGENTINA"
"IM065","NUOVA ATLETICA 92"
"IM080","GOLFO DIANESE ULTRA RUNNERS"
"IM106","RIVIERA TRIATHLON 1992"
"IM333","MARATHON CLUB IMPERIA"
"IM334","CERIANESE"
"IM580","UNIONE SPORTIVA CARAMAGNA"
"IM849","SANREMO RUNNERS"
"IS010","ATLETICA ISERNIA"
"IS011","ATLETICA VENAFRO"
"IS013","ATLETICA AGNONE"
"IS016","VENAFRO SPORT TEAM"
"IS017","A.L.I. SCUOLA PROVINCIALE"
"IS018","RUNNING PENTRIA"
"IS019","VV MANAGEMENT ASD"
"IS020","FREE RUNNERS ISERNIA"
"IS021","ATHLETIC DREAM VENAFRO"
"IS729","NUOVA ATLETICA ISERNIA"
"KR246","ATL.LEGG. 'IL GABBIANO'"
"KR370","ATLETICA LEGGERA LIKINOSKROTON"
"KR374","SCUOLA ATLETICA KROTONIATE"
"KR387","A. S. D. MILONRUNNERS CROTONE"
"KR389","CIRO' MARINA CHE CORRE"
"LE302","A.S.D. GRECIA SALENTINA"
"LE303","CLUB CORRERE GALATINA"
"LE304","SARACENATLETICA"
"LE305","AMATORI LECCE"
"LE307","S.S. A.V.I.S.  SPORT NOVOLI"
"LE318","A.S. PODISTICA PARABITA"
"LE320","C.A.SPORTLEADER CORRERE E' VIT"
"LE322","A.S. MARATHON CLUB LECCE"
"LE326","C.U.S. LECCE"
"LE345","A.S. ATLETICA GALLIPOLI"
"LE346","GR. POD.  A 13 ALBA TAURISANO"
"LE349","ATL. AMATORI CORIGLIANO"
"LE383","ATLETICA CAPO DI LEUCA"
"LE389","AS RUNNING CLUB"
"LE391","PODISTICA TREPUZZI"
"LE394","A.S.D. SALENTO ATLETICA MATINO"
"LE397","ATLETICA TOP RUNNERS LECCE"
"LE399","A.S. ATLET. TAVIANO 97 ONLUS"
"LE600","G.POD. DUEMILA RUFFANO"
"LE601","A.S. ACTION RUNNING MONTERONI"
"LE602","A.S. ATLETICA TRICASE"
"LE604","ATLETICA SURBO"
"LE605","ABACUS VILLA BALDASSARRI"
"LE607","A.S. PODISTICA TUGLIE"
"LE610","PODISTICA  COPERTINO"
"LE614","ATLETICA SALENTO ARADEO"
"LE615","A.S.D. PODISTICA SOLETUM"
"LE617","POLISPORTIVA BPP"
"LE618","A.S.D. ORIENT'ATLETICA TRICASE"
"LE619","A. POL. DIL. AMICI GIALLOROSSI"
"LE620","A.S.D. TRE CASALI"
"LE621","A.S.D. P.U.C. SALENTO"
"LE623","SPORT RUNNING PORTOSELVAGGIO"
"LE624","SALENTO FREE RUNNERS"
"LE625","AMATORI CASTRIGNANO DE' GRECI"
"LE626","SILVANO ABBA'"
"LE627","ATLETICA LECCE PINO FELICE ASD"
"LE629","OTRANTO 800"
"LE631","PODISTICA MAGLIESE"
"LE632","SALENTO IS RUNNING"
"LE633","SALENTO IN CORSA VEGLIE"
"LE635","A.S.D. ATLETICA GALLIPOLI"
"LE636","GPDM LECCE"
"LE637","ASD N.E.S.T."
"LE640","ASD SALENTINATLETICA"
"LE641","TREPUZZI RUNNING A.S.D."
"LE642","NUOVA ATLETICA COPERTINO"
"LE643","LA MANDRA CALIMERA"
"LE644","ASD ATLETICA LEVERANO"
"LE645","GALATLETICA DREAM TEAM"
"LE646","A.S.D. CURSORES"
"LE651","THE PRISON ASD"
"LE652","A.L.I. DEL SALENTO ASD"
"LE653","A.S.D PODISTICA MONTERONI"
"LE654","ASD PODISTI CAMPI"
"LE656","ASD ATLETICA MESSAPICA"
"LE658","A.P.S. DUE MONDI"
"LE659","MILITARY TRAINING ACADEMY"
"LE660","ASD RUNNING CORSANO"
"LE661","BUTTAZZO RUNNERS"
"LE662","ATLETICA SALENTO"
"LE665","ASD ATLETICA RACALE"
"LE666","A.P.D.TEAM SCARCIGLIA"
"LI035","ATL.LIBERTAS UNICUSANO LIVORNO"
"LI036","ATLETICA LIVORNO"
"LI037","G.S.MMACCADEMIA NAVALE LIVORNO"
"LI038","CENTRO ATLETICA PIOMBINO"
"LI041","ATL.UISP AGOSTINI"
"LI042","A.V.I.S. ATL.CECINA"
"LI086","RUNNERS LIVORNO"
"LI127","ASSICURAZIONI GENERALI PROG.SP"
"LI290","G.P.PIOMBINO AVIS"
"LI332","C.G. ATLETICA COSTA ETRUSCA"
"LI335","G.P.ARCOBALENO"
"LI351","LIVORNO TEAM RUNNING"
"LI375","ATL. SOLEDROS"
"LI388","ATLETICAELBA"
"LI402","ASD ATLETICA COSTA ETRUSCA"
"LI416","SEMPREDICORSA ASD"
"LI426","A.S.D. CENTRO SPORT"
"LI436","ATLETICA RIVELLINO PIOMBINO"
"LI471","UPPERCUT ASD CECINA"
"LI474","ASD ATLETICA AMARANTO"
"LI475","DNA SSD ARL"
"LI483","A.S.D. AURORA COLLESALVETTI"
"LI502","ASD ATLETICA SOLVAY"
"LT210","NUOVA ATLETICA CISTERNA ASD"
"LT215","ASD GRUPPO ATLETI PONTINI"
"LT220","RUNFOREVER APRILIA"
"LT230","A.S.D. SABAUDIA 2010"
"LT235","ASD ATLETICA ROCCAGORGA"
"LT242","ATLETICA MINTURNO SSD ARL"
"LT243","ASD OLIMPIA TERRACINA"
"LT245","A.S.VE.L."
"LT260","ASD NISSOLINO INTESATLETICA"
"LT263","POL. SAN VALENTINO"
"LT269","LATINA RUNNERS"
"LT270","POLIGOLFO"
"LT273","A.S.D. TEAM UISP LATINA"
"LT274","ATLETICA HERMADA"
"LT275","NISSOLINO INTESATLETICA LATINA"
"LT280","ATL. ASI SUD LAZIO"
"LT282","ACS ATL. POLIEDRO FORMIA"
"LT288","NUOVA PODISTICA LATINA"
"LT290","ATLETICA LEPINA"
"LT294","A.S. NUOVA ATL. FORMIA"
"LT298","ATL. PRIVERNO"
"LT300","NUOVA ATL. STUDENTESCA SEZZE"
"LT301","A.S.D. CENTRO FITNESS MONTELLO"
"LT302","SSD FORMIA ATL. LEGGERA A R.L."
"LT305","A.S.D. PODISTICA APRILIA"
"LT310","A.S.D. ATLETICA SABAUDIA"
"LT312","RUNNING CLUB LATINA"
"LT313","ATLETICA FORMIA A.S.D."
"LT330","POLISPORTIVA GAETA 1931 A.S.D."
"LT350","GRUPPO SPORTIVO ITALIANO"
"LT368","PODISTICA SABAUDIA"
"LT381","A.S.D. SABAUDIA 2010"
"LT382","A.S.D SABAUDIA ATHLETIC CLUB"
"LT383","SSD DLT ATHLETIC TEAM ARL"
"LT384","A.S.D. EDDI'"
"LT386","ASD ATL. GIOVANILE SERMONETA"
"LT389","A.S.D. POLISPORTIVA GAETA"
"LU100","A.S. ATLETICA VIRTUS LUCCA"
"LU101","ATL. MASSAROSA AMICI D.MARCIA"
"LU102","A.S.D.CENTRO GIOVANI CALCIATOR"
"LU103","G.S. ORECCHIELLA GARFAGNANA"
"LU104","ATL.PIETRASANTA VERSILIA"
"LU106","A. ATL. CAMAIORE"
"LU109","C.A. VERSILIA"
"LU110","A.S.ATL.PARIGI CAMIGLIANO"
"LU164","G.S. LAMMARI"
"LU229","GRUPPO MARCIATORI BARGA"
"LU351","G.P. PARCO ALPI APUANE"
"LU374","VERSILIA SPORT"
"LU387","ASD LUCCA MARATHON"
"LU414","A.S.D. MARCIATORI ANTRACCOLI"
"LU456","POLISPORTIVA QUERCETA"
"LU460","A. PIETRASANTA VERSILIA GIOVAN"
"LU490","ASD PEGASO"
"LU499","ASD GRUPPO SPORTIVO LUCCHESE"
"LU512","ASD VIAREGGIO RUN"
"LU522","ASD ATLETICA TDL"
"MC001","C.U.S. CAMERINO"
"MC002","ATL. TOLENTINO"
"MC004","ATL. AVIS MACERATA"
"MC007","GROTTINI TEAM RECANATI ASD"
"MC008","S.E.F. MACERATA"
"MC009","ATL. MONTECASSIANO"
"MC010","SACEN CORRIDONIA"
"MC011","ATLETICA CIVITANOVA"
"MC012","CIVITANOVA TRACK CLUB"
"MC015","ASD.ATL.AMATORI SANGIUSTESE"
"MC018","POL ACLI MACERATA"
"MC025","ATL. POTENZA PICENA"
"MC028","A.ATL. TRODICA"
"MC032","A.S.D. APOS CORRIDONIA"
"MC034","GROTTINI TEAM"
"MC035","ASD. ATLETICA CINGOLI"
"MC036","ATLETICA SAN SEVERINO"
"MC037","G.P. AVIS CASTELRAIMONDO"
"MC038","ATLETICA AVIS SARNANO"
"MC039","ATHLETIC TEAM CIVITANOVA MARCH"
"MC040","A.S.D. SAN SEVERINO MARCHE"
"MC041","POLISPORTIVA MONTECASSIANO ASD"
"MC042","A.S.D. ATLETICA AMA CIVITANOVA"
"MC044","NUOVA ATLETICA SANGIUSTESE"
"MC045","ASD BIKE TEAM MONTI AZZURRI"
"MC046","ATL.LEG.E TRIATHLON TRACKCLUB"
"MC047","A.S.D. CRAZY SPORT"
"MC048","TIMBERWOLF CINGOLI A.S.D."
"MC050","A.S.D. ELLEMME ATHLETIC TEAM"
"MC051","CUS MACERATA"
"MC052","A.S.D.BIKE ZONE"
"MC053","ATL.M.S.GIUSTO CITTA' DEL SORR"
"ME095","ASD ATL.PUGLISI PROF.GIUSEPPE"
"ME097","A.S.D. POL MOVIM. NON VIOLENTO"
"ME098","A.S.D. C.U.S. MESSINA"
"ME099","A.S. DIL. POL.MESSINA"
"ME100","A.S. DILETT. G.S.INDOMITA"
"ME101","ASS. SPORT. DIL. U.S. PELORO"
"ME102","A.S. DILETT. ATL.VILLAFRANCA"
"ME103","U.S. DIL. TYNDARIS PATTESE"
"ME104","A.S.D. FIAMMA MESSINA"
"ME105","A.S.D. POL. ATL. MESSINA"
"ME107","A.S. DIL. POL.FIAMMA TIRRENICA"
"ME109","A.S.D. POL.FIAMMA ZANCLE"
"ME110","A.S. DIL. TORREBIANCA"
"ME112","ASD DUILIA BARCELLONA P.G."
"ME114","A.S. DIL. MESSINA 2000"
"ME158","A.S. DIL. POL.MILAZZO"
"ME159","A.S. DIL. CLUB ATL.TORRESE"
"ME162","A.S.D. POL. FORTE GONZAGA ME"
"ME201","A.S.D. FOSCOLO BARCELLONA"
"ME268","A.S.D. GSCR SAN PIETRO MILAZZO"
"ME328","ASD G.S. AVIS CASTELL'UMBERTO"
"ME380","A.S.D. POLISPORTIVA GIOIOSA"
"ME391","A.S.D. STILELIBERO"
"ME402","A.S.D. POL.EUROPA MESSINA"
"ME430","POL. MONFORTESE RUNNING"
"ME435","ATLETICA AMASTRATINA"
"ME440","A.S. DIL. 'ATHLON S.GIORGIO'"
"ME468","A.S.D. MARATHON CLUB MESSINA"
"ME471","A.S.D. MARATHON CLUB TAORMINA"
"ME480","A.S.D. PODISTICA PATTESE"
"ME482","A.S.D. ITIS ETTORE MAJORANA"
"ME512","A.S. DIL. FIDIPPIDE MESSINA"
"ME525","ASD MEETING SPORTING CLUB RUNN"
"ME529","A.S.D. TAORMINA ATHLETIC CLUB"
"ME540","A.D. POL ODYSSEUS MESSINA"
"ME591","A.S.D. PODISTICA MESSINA"
"ME604","A.S.D. DREAM ATLETICA MILAZZO"
"ME622","A.S.D. PODISTICA BARCELLONA"
"ME629","A.S.D.PODISTICA CAPO D'ORLANDO"
"ME659","A.S.D. ATLETICA NEBRODI"
"ME720","A.S.D. PERSEUS"
"ME731","SCUOLA DI A.L. NEBRODI"
"ME735","A.S.D.PROFORM ME ROAD RUNNERS"
"ME740","ATLETICA SAVOCA SSD A RL"
"ME741","ASS. ANSPI A.S.D. AMATORI S. A"
"ME742","ASD POL. ALBATROS MESSINA 2.0"
"ME745","ASD  ATL. CITTA' DI MISTRETTA"
"MI008","ACCADEMIA MELEGNANO ATL ASD"
"MI009","ATLETICA CODOGNO ASD"
"MI020","TEAM ONDAVERDE A.S.D."
"MI022","CANOTTIERI MILANO"
"MI028","UNA TRIATHLON TEAM ASD"
"MI032","POL. TEAM BRIANZA LISSONE"
"MI046","ATL. COGLIATE"
"MI048","ATL. CANEGRATE 1964"
"MI052","S.G.M. FORZA E CORAGGIO"
"MI053","U.S. VIRTUS BINASCO ATL."
"MI054","U.S. ATL. VEDANO"
"MI057","ATL. 70 SEREGNO"
"MI060","ATL. LEGNANO"
"MI062","VIRTUS GROANE"
"MI063","ATL. CESANO MADERNO"
"MI064","SPORTIVA METANOPOLI"
"MI065","ATL. CONCOREZZO"
"MI066","SCUOLA SPORTIVA ATL. PUNTO IT"
"MI067","POL. ATL. BOLLATE-NOVATE"
"MI068","ATHLETIC CLUB VILLASANTA"
"MI069","ATL. CERNUSCO"
"MI070","A.S. ATL. MELEGNANO"
"MI071","B.  R.C. CASTIGLIONE D'ADDA"
"MI072","MEETFIT"
"MI074","ATL. U.S. NERVIANESE 1919"
"MI075","ATLETICA CINISELLO"
"MI076","GEAS ATLETICA"
"MI077","CUS PROPATRIA MILANO"
"MI080","ATL. RICCARDI MILANO 1946"
"MI083","ATL. PARABIAGO"
"MI084","ATL. MEDA"
"MI085","GINN.MONZESE FORTI E LIBERI"
"MI086","UNICREDIT CIRC. MILANO APS ASD"
"MI087","5 CERCHI SEREGNO"
"MI088","A.I.C.S. ATL. MILANO"
"MI089","PRO SESTO ATL. CERNUSCO"
"MI091","CENTRO SCHUSTER"
"MI093","SEZ. ATL. ORATORIO CORNAREDO"
"MI094","POL. CARUGATE"
"MI095","DAINI CARATE BRIANZA"
"MI098","POL. BESANESE"
"MI099","G.S. PLEIN AIR INT. GROANE"
"MI101","ATL. BRESSO"
"MI102","P.B.M. BOVISIO MASCIAGO"
"MI104","AICS ATL. BIASSONO"
"MI106","S.S. ATL. DESIO"
"MI116","G.S.A. BRUGHERIO"
"MI157","POL.BIENATE MAGNAGO ATL."
"MI158","ATL. GESSATE"
"MI159","ATL. VANZAGHELLO"
"MI160","S.O.I. INVERUNO"
"MI161","ATLETICA P.A.R. CANEGRATE"
"MI162","ATL. AGRATE"
"MI189","ATL. AMBROSIANA"
"MI204","G.S. SAN DAMIANESE"
"MI210","S.CLUB LIB. SESTO"
"MI211","POL. NOVATE"
"MI212","NUOVA ATLETICA ASTRO"
"MI213","ISOLA MILANO"
"MI214","ATL. VIS NOVA GIUSSANO"
"MI215","U.S. S.VITTORE O. 1906"
"MI218","N.ATL. FANFULLA LODIGIANA"
"MI221","BRACCO ATLETICA"
"MI238","ATL. CASSANO D'ADDA"
"MI241","RUNNING CLUB CESANESE"
"MI242","ALA ATL. ABBIATEGRASSO"
"MI244","U.S. SANGIORGESE"
"MI259","CUS MILANO"
"MI265","ROAD RUNNERS CLUB MILANO"
"MI271","LA MICHETTA"
"MI276","G.P. I GAMBER DE CUNCURESS"
"MI279","ATLETICA ASSAGO"
"MI296","ATL. LAMBRO MILANO"
"MI307","C.B.A. CINISELLO BALSAMO ATL."
"MI308","ATHLETIC TEAM"
"MI309","ATL. BUSCATE"
"MI310","PADANIA SPORT"
"MI311","AZZURRA GARBAGNATE M.SE"
"MI312","ATL. CAMPO GIURIATI"
"MI314","MONTAGNETTA S SKYRUNNER"
"MI322","A.ATL. CASOREZZO"
"MI330","ASPES SSD RL"
"MI334","P.US ACLI GIURIATI P.GARIMOLDI"
"MI335","ATL. MUGGIO`"
"MI352","EUROATLETICA 2002"
"MI354","S.I.S. ATL. 86"
"MI356","ASD ATL. SOVICO"
"MI360","ATL. 99 VITTUONE"
"MI374","U.S. A.CASATI ATL."
"MI376","N. ATL. 87"
"MI380","ATL. CLUB CORNATE D'ADDA"
"MI382","ATL. SPORTCENTRO"
"MI387","C.T.L. 3 ATLETICA"
"MI388","ATL. STRAMILANO"
"MI392","ATL. LIMBIATE"
"MI396","G.S.ATL. INZAGO"
"MI403","MARTESANA CORSE"
"MI404","G.S. ZELOFORAMAGNO"
"MI419","ATL. VIGNATE"
"MI422","UNICREDIT CIRCOLO MILANO"
"MI426","BANCA REGIONALE EUROPEA"
"MI456","ATLETICA MILANESE"
"MI458","G.P. GORGONZOLA 88"
"MI462","A. ATLETI"
"MI469","G.P. CASALESE"
"MI477","FRIESIAN TEAM"
"MI478","ATLETICA INTESA"
"MI481","G.P. VILLASANTESE"
"MI483","G.P. MARCIATORI COGLIATE"
"MI485","MARCIATORI DESIO"
"MI489","ATL. V.C.A. MILANO"
"MI504","A.S.D. MARCIACARATESI"
"MI506","MILANO CITY MARATHON CLUB"
"MI507","ATL. C.R.A. ITALTEL"
"MI513","TTC - TOP TRAINING CLUB"
"MI516","AMICI DELLO SPORT BRIOSCO-MI"
"MI531","POL. NUOVA RONCHESE"
"MI537","IDEASPORT"
"MI541","G.P. CODOGNO 82"
"MI551","ATL. DA PAURA"
"MI552","G.S. MONTESTELLA"
"MI555","G.S. AVIS - SEREGNO"
"MI570","POL. ISTITUTO LEONE XIII"
"MI577","POLISPORT LIMBIATE"
"MI579","U.S. MILANESE"
"MI580","SPORTS CLUB MELEGNANO"
"MI581","SCOLASTICA BRIANTEA"
"MI588","ATL. GISA"
"MI591","NEW EVERGREEN"
"MI592","ALYCE SPORT"
"MI600","SRI CHINMOY MARATHON TEAM"
"MI602","BETTI'S GRUP RUN"
"MI609","ATL. TEATRO ALLA SCALA A.S.D."
"MI618","ABC PROGETTO AZZURRI"
"MI623","RICCARDI CAMELOT YOUNG"
"MI624","ADIDAS  RUNNING TEAM"
"MI638","HAPPY RUNNER CLUB"
"MI642","TEAM TRACK & FIELD CHANNEL TV"
"MI645","RUNNERS DESIO"
"MI646","ASD AMICI DELLO SPORT PODISTIC"
"MI647","GOLDEN SPORT ATLETICA MELZO"
"MI665","QT8-RUN"
"MI666","MARATHON CLUB SEVESO"
"MI670","ASD DK RUNNERS"
"MI674","G.P. QUELLI DELLA VIA BARACCA"
"MI680","ATL STUDENTESCA SAN DONATO ASD"
"MI686","TEAM 3 ESSE"
"MI687","PODISMO MUGGIANO"
"MI695","VERDE PISELLO GROUP MILANO"
"MI698","IDEE IN MOVIMENTO ASSOCIAZIONE"
"MI700","GRUPPO PODISTICO MELZO A.S.D."
"MI704","MONZA MARATHON TEAM - A.S.D."
"MI706","CIRCOLO ATL.GUARDIA DI FINANZA"
"MI710","ASD ATLETICA MONZA"
"MI719","POL. CIRCOLO GIOVANILE BRESSO"
"MI727","CITTA' DI OPERA"
"MI728","KOASS MILANO SSARL"
"MI736","RHO TRIATHLON CLUB"
"MI741","I BOCIA VERANO BRIANZA"
"MI746","ATLETICA ALBIATE"
"MI759","LA FENICE"
"MI764","BOCCONI SPORT TEAM SSD ARL"
"MI770","ATLETICA MENEGHINA"
"MI774","TEAM-A LOMBARDIA"
"MI776","GP CORNO GIOVINE"
"MI781","IN SPORT SRL SSD"
"MI782","ASD TOP RUN"
"MI787","DE RAN CLAB"
"MI798","MILANO ATLETICA"
"MI801","@TLETICA MEDA 014"
"MI807","ATLETICA MELZO"
"MI814","SSD RCS ACTIVE TEAM A R.L."
"MI816","URBAN RUNNERS"
"MI819","ALZAIA NAVIGLIO RUNNERS"
"MI820","RICCARDI ACADEMY ASD"
"MI829","GRUPPO ETHOS RUNNING TEAM"
"MI830","CORRO ERGO SUM RUNNERS"
"MI831","RUNNERS LEGNANO SSD ARL"
"MI835","ALMOSTHERE ASD"
"MI838","ASD CUORE GRINTA PASSIONE"
"MI840","WOMEN IN RUN"
"MI844","ATHLETIC ELITE TRACK AND FIELD"
"MI851","IMPOSSIBLE TARGET"
"MI853","RUNSMILE ASD"
