,punti TOT,100Hs_h84-8.50,100Hs_h84-8.50 p,lungo,lungo p,200m,200m p,atleta,link_atleta
169,2354.0,14.42,920.0,5.13,595.0,25.53,839.0,SCHWARZ Carla maria,https://www.fidal.it/atleta/SCHWARZ-Carla-maria/damRkpKfb2c%3D
170,2353.0,16.58,645.0,6.12,887.0,25.73,821.0,PAIERO Francesca,https://www.fidal.it/atleta/PAIERO-Francesca/eaqRkpihcGg%3D
171,2352.0,13.84,1001.0,5.17,606.0,26.61,745.0,BALLIN Azzurra,https://www.fidal.it/atleta/BALLIN-Azzurra/eK2Rk5KobWk%3D
172,2352.0,14.14,959.0,5.07,578.0,25.8,815.0,COTTALI Martina,https://www.fidal.it/atleta/COTTALI-Martina/dqqRl5imamQ%3D
173,2351.0,13.86,998.0,4.97,551.0,25.94,802.0,FANZELLA Giulia,https://www.fidal.it/atleta/FANZELLA-Giulia/eauRk5KncGY%3D
174,2351.0,15.9,727.0,5.95,834.0,26.08,790.0,GIRALDIN Eleonora,https://www.fidal.it/atleta/GIRALDIN-Eleonora/drKRkpancGY%3D
175,2351.0,14.34,931.0,5.09,584.0,25.56,836.0,DE MEO Fabrizia,https://www.fidal.it/atleta/DE-MEO-Fabrizia/hKuRkpKnb2Q%3D
176,2349.0,14.48,912.0,5.32,648.0,26.09,789.0,SELIS Camilla,https://www.fidal.it/atleta/SELIS-Camilla/dq2Rk5ugaWg%3D
177,2349.0,16.04,709.0,6.13,890.0,26.55,750.0,SALVETTI Elena vanessa,https://www.fidal.it/atleta/SALVETTI-Elena-vanessa/dqiRlZqmbmg%3D
178,2346.0,14.08,967.0,5.24,626.0,26.51,753.0,ZECCHI Silvia,https://www.fidal.it/atleta/ZECCHI-Silvia/fbORkpKfaWk%3D
179,2345.0,14.42,920.0,5.46,688.0,26.7,737.0,BIANCHI Asia,https://www.fidal.it/atleta/BIANCHI-Asia/dq2RmJWncWM%3D
180,2343.0,14.52,906.0,5.44,683.0,26.5,754.0,GANI Elisa,https://www.fidal.it/atleta/GANI-Elisa/f6uRkpKkcGk%3D
181,2342.0,14.2,950.0,5.48,694.0,27.17,698.0,PORFIRI Sara,https://www.fidal.it/atleta/PORFIRI-Sara/e6iRk5Woa2M%3D
182,2342.0,14.34,931.0,5.3,643.0,26.34,768.0,CAVALLI Francesca,https://www.fidal.it/atleta/CAVALLI-Francesca/dq2Rkpiha2U%3D
183,2341.0,14.91,854.0,5.51,703.0,26.15,784.0,SENNI Giulia,https://www.fidal.it/atleta/SENNI-Giulia/equRkpSibWo%3D
184,2340.0,15.61,763.0,5.07,578.0,23.81,999.0,RICCI Ginevra,https://www.fidal.it/atleta/RICCI-Ginevra/f6qRkpOnbmY%3D
185,2340.0,14.26,942.0,5.03,567.0,25.62,831.0,FAGGION Sofia,https://www.fidal.it/atleta/FAGGION-Sofia/eK6RkpaobGs%3D
186,2339.0,14.1,964.0,5.43,680.0,27.2,695.0,MECIANI Camilla,https://www.fidal.it/atleta/MECIANI-Camilla/faiRm5elaGo%3D
187,2339.0,14.02,976.0,4.95,546.0,25.77,817.0,VISIOLI Bethany,https://www.fidal.it/atleta/VISIOLI-Bethany/eq6RkpmoaWc%3D
188,2338.0,14.72,879.0,5.38,665.0,26.04,794.0,SPINELLO Gioi,https://www.fidal.it/atleta/SPINELLO-Gioi/eKqRkpOka2U%3D
189,2337.0,14.69,883.0,5.56,717.0,26.7,737.0,CAMPINOTI Jaya,https://www.fidal.it/atleta/CAMPINOTI-Jaya/faiRm5aibmQ%3D
190,2335.0,14.22,947.0,4.89,530.0,25.32,858.0,LOI Federica,https://www.fidal.it/atleta/LOI-Federica/iKmRkpalcGQ%3D
191,2332.0,14.97,846.0,5.62,735.0,26.53,751.0,TARANI Chiara,https://www.fidal.it/atleta/TARANI-Chiara/gK2RkpKoaGs%3D
192,2329.0,15.6,764.0,5.84,801.0,26.38,764.0,POLINI Agnese,https://www.fidal.it/atleta/POLINI-Agnese/dq2RlZOfaGM%3D
193,2329.0,14.46,914.0,5.32,648.0,26.35,767.0,CAMPLONE Christine anelisa,https://www.fidal.it/atleta/CAMPLONE-Christine-anelisa/gauRkpOobWk%3D
194,2326.0,14.77,872.0,5.49,697.0,26.47,757.0,VIKOLER Isabel,https://www.fidal.it/atleta/VIKOLER-Isabel/iaiRkpumaWg%3D
195,2325.0,14.98,844.0,5.55,715.0,26.36,766.0,RONCHETTI Martina,https://www.fidal.it/atleta/RONCHETTI-Martina/dq2Rk5Sfamo%3D
196,2325.0,14.92,852.0,5.67,750.0,26.87,723.0,MARTINI Cristina,https://www.fidal.it/atleta/MARTINI-Cristina/dKyRk5ulb2k%3D
197,2324.0,15.26,808.0,5.9,819.0,27.18,697.0,MARCONATI Francesca,https://www.fidal.it/atleta/MARCONATI-Francesca/eK2RkpWhaGY%3D
198,2324.0,15.94,722.0,5.81,792.0,25.85,810.0,BONAFE' Sofia,https://www.fidal.it/atleta/BONAFE-Sofia/eqmRkpijbmY%3D
199,2323.0,14.16,956.0,5.1,587.0,26.2,780.0,LAZZERINI Ramona,https://www.fidal.it/atleta/LAZZERINI-Ramona/f6iRl5ihb2g%3D
200,2323.0,14.55,902.0,5.75,774.0,27.79,647.0,NICOLIS Erica,https://www.fidal.it/atleta/NICOLIS-Erica/eKiRlJimb2k%3D
201,2322.0,14.77,872.0,5.52,706.0,26.62,744.0,VENIERI Anna,https://www.fidal.it/atleta/VENIERI-Anna/eqAAARkpWfamY%3D
202,2322.0,14.18,953.0,5.21,617.0,26.52,752.0,SAVASTA Lucrezia,https://www.fidal.it/atleta/SAVASTA-Lucrezia/dq2Rkpelbmc%3D
203,2321.0,14.68,884.0,5.12,592.0,25.46,845.0,TIZI Giulia,https://www.fidal.it/atleta/TIZI-Giulia/eqmRkpOha2s%3D
204,2320.0,14.88,858.0,5.32,648.0,25.81,814.0,MILANESE Guendalina,https://www.fidal.it/atleta/MILANESE-Guendalina/eaqRkpihcGk%3D
205,2319.0,15.2,815.0,5.37,663.0,25.5,841.0,CANNAVO' Alessandra,https://www.fidal.it/atleta/CANNAVO-Alessandra/h6iRlpOhaWQ%3D
206,2319.0,16.22,688.0,6.14,893.0,26.69,738.0,BACCO Matilde,https://www.fidal.it/atleta/BACCO-Matilde/dKAAARlJOgbmU%3D
207,2317.0,14.58,898.0,4.98,554.0,25.24,865.0,ZURI Gaia,https://www.fidal.it/atleta/ZURI-Gaia/faqRkpKjaGk%3D
208,2317.0,14.23,946.0,5.29,640.0,26.77,731.0,BERSANI Stella,https://www.fidal.it/atleta/BERSANI-Stella/dq2RmJWlcWY%3D
209,2316.0,14.94,850.0,5.33,651.0,25.8,815.0,ACETI Anisia,https://www.fidal.it/atleta/ACETI-Anisia/dqiRlJugbGc%3D
210,2315.0,15.09,830.0,5.7,759.0,26.83,726.0,RONCHETTI Sofia,https://www.fidal.it/atleta/RONCHETTI-Sofia/dq2Rk5Sfamw%3D
211,2314.0,14.48,912.0,5.35,657.0,26.6,745.0,PUPPO Alice,https://www.fidal.it/atleta/PUPPO-Alice/dKmRk5iibWw%3D
212,2313.0,14.59,897.0,5.32,648.0,26.34,768.0,OYEKAN Emily iwiyisi,https://www.fidal.it/atleta/OYEKAN-Emily-iwiyisi/i7AAARkpKfaWk%3D
213,2313.0,15.04,836.0,5.6,729.0,26.57,748.0,CORTESI Anita beatrice,https://www.fidal.it/atleta/CORTESI-Anita-beatrice/eq6RkpehaGg%3D
214,2313.0,14.88,858.0,5.62,735.0,26.9,720.0,BACCIOTTI Eleonora,https://www.fidal.it/atleta/BACCIOTTI-Eleonora/faiRm5Wnb2Y%3D
215,2311.0,15.77,743.0,5.79,786.0,26.17,782.0,IACOANGELI Sofia,https://www.fidal.it/atleta/IACOANGELI-Sofia/f62Rkpakb2M%3D
216,2311.0,14.55,902.0,5.36,660.0,26.56,749.0,MARCHETTI Laura,https://www.fidal.it/atleta/MARCHETTI-Laura/dK6RlJmka2w%3D
217,2311.0,14.66,887.0,5.06,576.0,25.43,848.0,GROSSI Sara,https://www.fidal.it/atleta/GROSSI-Sara/erGRkpKhcWw%3D
218,2310.0,14.64,890.0,5.12,592.0,25.65,828.0,MILAZZO Martina,https://www.fidal.it/atleta/MILAZZO-Martina/h6iRlJSibmw%3D
219,2309.0,16.27,682.0,5.56,717.0,24.75,910.0,ZANELLA Ilaria,https://www.fidal.it/atleta/ZANELLA-Ilaria/eK6Rk5WncWo%3D
220,2305.0,14.59,897.0,5.02,565.0,25.48,843.0,DANI Giulia,https://www.fidal.it/atleta/DANI-Giulia/eKyRk5ShcGo%3D
221,2304.0,14.46,914.0,4.89,530.0,25.29,860.0,MENEGOTTO Elisa maria,https://www.fidal.it/atleta/MENEGOTTO-Elisa-maria/eKyRk5akcGQ%3D
222,2304.0,15.63,760.0,5.41,674.0,25.18,870.0,BERNARDINELLO Sarah maria chenai,https://www.fidal.it/atleta/BERNARDINELLO-Sarah-maria-chenai/eK6Rk5Woamc%3D
223,2304.0,15.37,793.0,5.71,762.0,26.56,749.0,TROTTA Kelly angel lil,https://www.fidal.it/atleta/TROTTA-Kelly-angel-lil/eKAAARk5OjcWQ%3D
224,2303.0,13.95,985.0,4.5,428.0,24.97,890.0,CANTERGIANI Sara,https://www.fidal.it/atleta/CANTERGIANI-Sara/erGRkpWjaGU%3D
225,2298.0,15.41,788.0,5.62,735.0,26.25,775.0,SEPPI Lisa,https://www.fidal.it/atleta/SEPPI-Lisa/iaiRkpqfaWw%3D
226,2297.0,14.09,966.0,5.26,631.0,27.14,700.0,NEBOLI Alessandra,https://www.fidal.it/atleta/NEBOLI-Alessandra/dqqRlpqjb2s%3D
227,2296.0,14.64,890.0,5.27,634.0,26.29,772.0,GUIDOLIN Lisa,https://www.fidal.it/atleta/GUIDOLIN-Lisa/eK6RkpOibWQ%3D
228,2295.0,14.37,927.0,4.83,514.0,25.36,854.0,BUSOLLI Giada,https://www.fidal.it/atleta/BUSOLLI-Giada/iaiRkpioaGM%3D
229,2294.0,14.98,844.0,5.53,709.0,26.65,741.0,LAMBRUGHI Asia,https://www.fidal.it/atleta/LAMBRUGHI-Asia/dq2RlZeibWk%3D
230,2294.0,15.08,831.0,5.5,700.0,26.4,763.0,FRANCO Aminata',https://www.fidal.it/atleta/FRANCO-Aminata-/eKyRkpqjcGw%3D
231,2293.0,16.19,691.0,5.89,816.0,26.13,786.0,ALBERIGI Manuela,https://www.fidal.it/atleta/ALBERIGI-Manuela/f6iRl5SkbWw%3D
232,2292.0,14.69,883.0,4.85,519.0,24.96,890.0,BIELLA Matilde,https://www.fidal.it/atleta/BIELLA-Matilde/f6yRk5uoamw%3D
233,2292.0,14.52,906.0,5.19,612.0,26.27,774.0,ZANELLATI Martina,https://www.fidal.it/atleta/ZANELLATI-Martina/dq2Rl5akbmc%3D
234,2286.0,14.18,953.0,4.75,492.0,25.51,841.0,MARIN Giulia,https://www.fidal.it/atleta/MARIN-Giulia/eKyRk5WnaWw%3D
235,2285.0,14.8,868.0,5.58,723.0,27.22,694.0,MAZZILLI Silvia,https://www.fidal.it/atleta/MAZZILLI-Silvia/dqiRk5uocGs%3D
236,2282.0,15.18,818.0,5.72,765.0,27.16,699.0,GAVAZ Martina,https://www.fidal.it/atleta/GAVAZ-Martina/dqiRlZejaWc%3D
237,2282.0,14.05,971.0,4.81,508.0,25.93,803.0,BIANCHI Valentina,https://www.fidal.it/atleta/BIANCHI-Valentina/eqAAARkpSicWo%3D
238,2277.0,14.64,890.0,5.12,592.0,26.03,795.0,SCOPEL Gioia,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D
239,2276.0,14.54,903.0,5.61,732.0,27.87,641.0,SALINI Elisabetta,https://www.fidal.it/atleta/SALINI-Elisabetta/faiRkpWkbGg%3D
240,2276.0,15.89,728.0,5.86,807.0,26.65,741.0,ZANOVELLO Miriam,https://www.fidal.it/atleta/ZANOVELLO-Miriam/dKAAARk5qfa2w%3D
241,2275.0,14.65,888.0,5.12,592.0,26.02,795.0,FERRARIO Marta,https://www.fidal.it/atleta/FERRARIO-Marta/dq2Rk5imb2M%3D
242,2274.0,15.0,842.0,5.21,617.0,25.8,815.0,MACCHI Emma maria,https://www.fidal.it/atleta/MACCHI-Emma-maria/drKRk5mfa2k%3D
243,2272.0,15.02,839.0,5.43,680.0,26.51,753.0,MOLINERIS Irene,https://www.fidal.it/atleta/MOLINERIS-Irene/dKyRlJambGQ%3D
244,2271.0,15.02,839.0,5.25,628.0,25.92,804.0,VENEZIANO Michela,https://www.fidal.it/atleta/VENEZIANO-Michela/dq2RlZKncWw%3D
245,2271.0,14.49,910.0,5.28,637.0,26.85,724.0,PAMPALONI Celeste,https://www.fidal.it/atleta/PAMPALONI-Celeste/famRkpKjaGM%3D
246,2270.0,15.51,775.0,5.89,816.0,27.4,679.0,BARBIERO Stefani',https://www.fidal.it/atleta/BARBIERO-Stefani-/eK2RkpWoa2w%3D
247,2269.0,14.9,855.0,5.41,674.0,26.67,740.0,CARRETTA Sabrina,https://www.fidal.it/atleta/CARRETTA-Sabrina/eKqRkpOkamc%3D
248,2268.0,14.5,909.0,4.56,443.0,24.68,916.0,CAPASSO Virginia,https://www.fidal.it/atleta/CAPASSO-Virginia/f6uRkpOhb2M%3D
249,2266.0,14.36,928.0,4.99,557.0,26.19,781.0,NERI Maria chiara,https://www.fidal.it/atleta/NERI-Maria-chiara/eqiRlZSfb2U%3D
250,2265.0,15.14,823.0,5.57,720.0,26.88,722.0,SASSETTI Chloe',https://www.fidal.it/atleta/SASSETTI-Chloe-/faqRkpKgbGg%3D
251,2265.0,14.77,872.0,5.23,623.0,26.31,770.0,ZANON Alice,https://www.fidal.it/atleta/ZANON-Alice/eK2Rkpufb2M%3D
252,2265.0,16.05,708.0,5.92,825.0,26.76,732.0,RUGGERI Martina,https://www.fidal.it/atleta/RUGGERI-Martina/e6mRkpSfa2w%3D
253,2265.0,14.67,886.0,5.23,623.0,26.48,756.0,FABBRI Chiara,https://www.fidal.it/atleta/FABBRI-Chiara/faiRlJmhaGc%3D
254,2263.0,15.4,790.0,5.57,720.0,26.51,753.0,LINGG Lorena,https://www.fidal.it/atleta/LINGG-Lorena/iaiRk5ihbWQ%3D
255,2258.0,16.53,651.0,5.75,774.0,25.59,833.0,LUCENTINI Valeria,https://www.fidal.it/atleta/LUCENTINI-Valeria/eKiRlJWgbWs%3D
256,2256.0,15.48,779.0,5.65,744.0,26.75,733.0,BINDIKU Sophie,https://www.fidal.it/atleta/BINDIKU-Sophie/dq2RlZqlcWM%3D
257,2255.0,14.48,912.0,4.79,503.0,25.52,840.0,LANDI Ludovica,https://www.fidal.it/atleta/LANDI-Ludovica/f6yRk5WgaGg%3D
258,2254.0,14.96,847.0,5.48,694.0,26.98,713.0,PIROLINI Melek,https://www.fidal.it/atleta/PIROLINI-Melek/dqAAARl5afamY%3D
259,2252.0,14.94,850.0,5.45,686.0,26.95,716.0,SPINELLI Gerardina,https://www.fidal.it/atleta/SPINELLI-Gerardina/gK2RkpKhaWk%3D
260,2252.0,15.26,808.0,5.63,738.0,27.07,706.0,GUIDA Rosa,https://www.fidal.it/atleta/GUIDA-Rosa/gKiRlZufaGU%3D
261,2250.0,14.72,879.0,5.13,595.0,26.24,776.0,GIORGETTI Federica,https://www.fidal.it/atleta/GIORGETTI-Federica/gauRkpOlcWQ%3D
262,2249.0,15.38,792.0,5.7,759.0,27.17,698.0,PARDINI Michelle,https://www.fidal.it/atleta/PARDINI-Michelle/faiSk5SgaWw%3D
263,2248.0,14.69,883.0,5.4,671.0,27.21,694.0,MICOLUCCI Maria esperanza,https://www.fidal.it/atleta/MICOLUCCI-Maria-esperanza/gayRkpSjaWU%3D
264,2248.0,15.04,836.0,4.96,548.0,25.25,864.0,RONCALLI Monica,https://www.fidal.it/atleta/RONCALLI-Monica/dqmRl5ikaWg%3D
265,2247.0,14.16,956.0,4.89,530.0,26.42,761.0,ROSSI Camilla,https://www.fidal.it/atleta/ROSSI-Camilla/drKRkpmoa2Q%3D
266,2245.0,15.52,774.0,5.85,804.0,27.55,667.0,LEPORE Silvia,https://www.fidal.it/atleta/LEPORE-Silvia/eayRkpmmcGU%3D
267,2243.0,16.12,700.0,5.75,774.0,26.32,769.0,KIER Angela,https://www.fidal.it/atleta/KIER-Angela/iaiRk5SgbWc%3D
268,2241.0,15.11,827.0,5.35,657.0,26.47,757.0,CALIO' Rita,https://www.fidal.it/atleta/CALIO-Rita/hqqRkpKmbWY%3D
269,2240.0,15.2,815.0,5.56,717.0,27.04,708.0,DALLA TORRE Rebecca,https://www.fidal.it/atleta/DALLA-TORRE-Rebecca/eKyRkpSmb2c%3D
270,2239.0,15.74,746.0,5.48,694.0,25.98,799.0,MANZONI Alice,https://www.fidal.it/atleta/MANZONI-Alice/dqmRl5qncWk%3D
271,2238.0,15.28,805.0,5.25,628.0,25.91,805.0,FRANCHI Ester,https://www.fidal.it/atleta/FRANCHI-Ester/dqqRmJSnaGM%3D
272,2236.0,15.5,777.0,5.68,753.0,27.07,706.0,BERTELLI Consuelo,https://www.fidal.it/atleta/BERTELLI-Consuelo/faiRk5qmaGg%3D
273,2236.0,15.26,808.0,5.67,750.0,27.41,678.0,FORNASIER Eleonora,https://www.fidal.it/atleta/FORNASIER-Eleonora/eKyRk5mkb2o%3D
274,2236.0,16.45,660.0,5.7,759.0,25.78,817.0,MUSINU Veronica,https://www.fidal.it/atleta/MUSINU-Veronica/iKiRlJOjamM%3D
275,2235.0,15.16,821.0,5.34,654.0,26.43,760.0,CASTELLAN Evelyn,https://www.fidal.it/atleta/CASTELLAN-Evelyn/eKmRlJaocGk%3D
276,2235.0,15.37,793.0,5.67,750.0,27.24,692.0,PALLARONI Elisa,https://www.fidal.it/atleta/PALLARONI-Elisa/eqiRlZalbWQ%3D
277,2235.0,15.39,791.0,5.44,683.0,26.42,761.0,MARZARI Erica,https://www.fidal.it/atleta/MARZARI-Erica/eKiRlZKlamk%3D
278,2235.0,15.81,738.0,5.26,631.0,25.23,866.0,SANTI Olga,https://www.fidal.it/atleta/SANTI-Olga/eq2RkpShcWQ%3D
279,2234.0,15.8,739.0,5.75,774.0,26.89,721.0,RAMBO Ashley,https://www.fidal.it/atleta/RAMBO-Ashley/dK6RlZWmcWU%3D
280,2234.0,14.49,910.0,4.53,436.0,24.99,888.0,GHERGO Angelica,https://www.fidal.it/atleta/GHERGO-Angelica/e6mRkpOha2s%3D
281,2233.0,15.98,717.0,5.78,783.0,26.75,733.0,GALVAGNINI Sofia,https://www.fidal.it/atleta/GALVAGNINI-Sofia/d6iRk5ufaGw%3D
282,2232.0,15.78,741.0,5.6,729.0,26.41,762.0,FACCO Alice,https://www.fidal.it/atleta/FACCO-Alice/dq2RlZOmbGU%3D
283,2230.0,14.31,935.0,4.53,436.0,25.31,859.0,BERGAMIN Francesca,https://www.fidal.it/atleta/BERGAMIN-Francesca/eKyRk5eob2s%3D
284,2228.0,15.22,813.0,4.59,451.0,24.17,964.0,MANNU Giulia,https://www.fidal.it/atleta/MANNU-Giulia/iKiSmpKoamQ%3D
285,2226.0,15.54,772.0,5.24,626.0,25.65,828.0,ZILIANI Sara,https://www.fidal.it/atleta/ZILIANI-Sara/eqiRlpKob2c%3D
286,2223.0,14.38,925.0,5.4,671.0,28.05,627.0,RAZZOLINI Ilaria,https://www.fidal.it/atleta/RAZZOLINI-Ilaria/faqRkpija2k%3D
287,2223.0,14.74,876.0,5.21,617.0,26.78,730.0,TAVCAR Mateja,https://www.fidal.it/atleta/TAVCAR-Mateja/eauRk5OiaWY%3D
288,2223.0,15.36,795.0,4.82,511.0,24.67,917.0,MOSCATELLI Linda,https://www.fidal.it/atleta/MOSCATELLI-Linda/fbKRkpKmaGQ%3D
289,2222.0,14.52,906.0,5.18,609.0,27.06,707.0,ZOTTI Lucia,https://www.fidal.it/atleta/ZOTTI-Lucia/eaqRkpmkb2Q%3D
290,2221.0,15.47,781.0,5.26,631.0,25.87,809.0,KOVACS Kerstin,https://www.fidal.it/atleta/KOVACS-Kerstin/iaiRkpeiaGs%3D
291,2220.0,15.27,806.0,5.52,706.0,27.05,708.0,CIVARDI Tea,https://www.fidal.it/atleta/CIVARDI-Tea/eauRk5OicGo%3D
292,2220.0,15.53,773.0,4.95,546.0,24.85,901.0,GIANNINI Giulia,https://www.fidal.it/atleta/GIANNINI-Giulia/faiSkpinbmM%3D
293,2219.0,15.59,765.0,5.62,735.0,26.91,719.0,RAVIOLA Rossana,https://www.fidal.it/atleta/RAVIOLA-Rossana/dKuRk5agbWM%3D
294,2217.0,15.35,796.0,5.73,768.0,27.72,653.0,AGOSTINI Mariaelena,https://www.fidal.it/atleta/AGOSTINI-Mariaelena/eKqRkpOlbWo%3D
295,2215.0,14.57,899.0,5.39,668.0,27.78,648.0,CORRADINI Benedetta,https://www.fidal.it/atleta/CORRADINI-Benedetta/dq6RkpOgaGQ%3D
296,2214.0,14.75,875.0,4.78,500.0,25.53,839.0,GIOVANELLI Lara,https://www.fidal.it/atleta/GIOVANELLI-Lara/eqiRlZagbWg%3D
297,2213.0,15.19,817.0,5.15,601.0,26.03,795.0,BOCCIOLINI Carolina,https://www.fidal.it/atleta/BOCCIOLINI-Carolina/faiRm5efbms%3D
298,2211.0,15.21,814.0,5.0,559.0,25.54,838.0,DI VARA Giorgia,https://www.fidal.it/atleta/DI-VARA-Giorgia/h6qRkpKgbWc%3D
299,2211.0,15.68,754.0,5.48,694.0,26.39,763.0,CUPERLO Monica,https://www.fidal.it/atleta/CUPERLO-Monica/eauRkpifbms%3D
300,2210.0,15.37,793.0,5.14,598.0,25.75,819.0,LARCHER Martina,https://www.fidal.it/atleta/LARCHER-Martina/d6iRk5ufa2k%3D
301,2209.0,15.82,736.0,5.65,744.0,26.8,729.0,HAEUSL Virginia,https://www.fidal.it/atleta/HAEUSL-Virginia/faqRk5Shbmk%3D
302,2208.0,16.59,644.0,5.79,786.0,26.22,778.0,ERCOLI Paola,https://www.fidal.it/atleta/ERCOLI-Paola/dqqRl5OhcWw%3D
303,2207.0,14.12,961.0,4.43,411.0,25.57,835.0,PANIZ Maria,https://www.fidal.it/atleta/PANIZ-Maria/eKmRlJKnaGo%3D
304,2205.0,14.73,878.0,5.22,620.0,27.06,707.0,CARPINELLO Beatrice,https://www.fidal.it/atleta/CARPINELLO-Beatrice/dKyRlJSiaGc%3D
305,2204.0,14.72,879.0,5.24,626.0,27.15,699.0,DEL BIANCO Nicole,https://www.fidal.it/atleta/DEL-BIANCO-Nicole/eaqRkpqnaWc%3D
306,2202.0,16.33,674.0,5.7,759.0,26.32,769.0,BISCARO Maria elena,https://www.fidal.it/atleta/BISCARO-Maria-elena/eqiRlJmob2c%3D
307,2202.0,15.2,815.0,5.38,665.0,26.88,722.0,SILIBERTO Giada,https://www.fidal.it/atleta/SILIBERTO-Giada/dqqRl5uobWw%3D
308,2201.0,14.58,898.0,4.89,530.0,26.28,773.0,DE IACOVO Maria del carmen,https://www.fidal.it/atleta/DE-IACOVO-Maria-del-carmen/f6iRl5mjbGw%3D
309,2201.0,15.05,835.0,4.93,540.0,25.67,826.0,PERETTO Francesca,https://www.fidal.it/atleta/PERETTO-Francesca/dKAAARlJOfbGc%3D
310,2200.0,15.08,831.0,5.38,665.0,27.1,704.0,REGGI Laura,https://www.fidal.it/atleta/REGGI-Laura/eqiRlZena2Q%3D
311,2199.0,14.62,892.0,4.79,503.0,25.92,804.0,BALDI Alessia,https://www.fidal.it/atleta/BALDI-Alessia/fbGRkpKfaGs%3D
312,2198.0,14.52,906.0,4.75,492.0,25.97,800.0,VENTURI DEGLI ESPOSTI Elena,https://www.fidal.it/atleta/VENTURI-DEGLI-ESPOSTI-Elena/eqyRkpKobWU%3D
313,2198.0,15.22,813.0,5.36,660.0,26.84,725.0,MARSEGAGLIA Gaia nour,https://www.fidal.it/atleta/MARSEGAGLIA-Gaia-nour/dq2Rl5miaWc%3D
314,2197.0,14.57,899.0,5.21,617.0,27.37,681.0,KASTL Marion,https://www.fidal.it/atleta/KASTL-Marion/iaiRkpqjbWQ%3D
315,2197.0,15.86,732.0,5.22,620.0,25.46,845.0,TONON Angelica,https://www.fidal.it/atleta/TONON-Angelica/eK2Rk5WlaGo%3D
316,2196.0,15.37,793.0,4.68,474.0,24.55,929.0,MANGIAPANE Michelle,https://www.fidal.it/atleta/MANGIAPANE-Michelle/eKAAARk5KfaGQ%3D
317,2195.0,15.38,792.0,4.77,498.0,24.8,905.0,MORAO Eleonora,https://www.fidal.it/atleta/MORAO-Eleonora/eKiRlZSjbGg%3D
318,2194.0,13.85,1000.0,4.21,357.0,25.55,837.0,MULATERO Agnese,https://www.fidal.it/atleta/MULATERO-Agnese/dK6RlJqnbWs%3D
319,2194.0,15.03,838.0,5.43,680.0,27.44,676.0,PASTORELLI Emma,https://www.fidal.it/atleta/PASTORELLI-Emma/dquRkpqiamk%3D
320,2193.0,15.02,839.0,5.25,628.0,26.83,726.0,OBERRAUCH Annika,https://www.fidal.it/atleta/OBERRAUCH-Annika/iaiRk5OmcGM%3D
321,2193.0,15.33,799.0,5.42,677.0,26.94,717.0,DALLAPORTA Lara,https://www.fidal.it/atleta/DALLAPORTA-Lara/d6iRk5OnbGM%3D
322,2192.0,14.47,913.0,5.69,756.0,29.43,523.0,FORNACELLI Cristina,https://www.fidal.it/atleta/FORNACELLI-Cristina/faiRkpKka2s%3D
323,2192.0,14.09,966.0,4.46,418.0,25.88,808.0,ZAMBON Giorgia,https://www.fidal.it/atleta/ZAMBON-Giorgia/eKmRlJakaWY%3D
324,2192.0,14.79,870.0,5.29,640.0,27.36,682.0,GOTTARDI Giulia,https://www.fidal.it/atleta/GOTTARDI-Giulia/eKAAARk5ejbWc%3D
325,2192.0,15.39,791.0,4.86,522.0,25.08,879.0,GANDOLFI Giulia,https://www.fidal.it/atleta/GANDOLFI-Giulia/eqAAARkpSobGY%3D
326,2192.0,15.49,778.0,5.21,617.0,26.0,797.0,TRAVERSO Tiziana,https://www.fidal.it/atleta/TRAVERSO-Tiziana/dKmRk5qlbGo%3D
327,2189.0,14.47,913.0,5.0,559.0,26.94,717.0,BOBDA Isabella cherie,https://www.fidal.it/atleta/BOBDA-Isabella-cherie/eKyRk5aocGg%3D
328,2187.0,15.44,784.0,5.11,589.0,25.81,814.0,BIOBAKU Simbiat ayokaose,https://www.fidal.it/atleta/BIOBAKU-Simbiat-ayokaose/dK2RlJSmb2w%3D
329,2186.0,14.73,878.0,5.0,559.0,26.56,749.0,FERRO Francesca,https://www.fidal.it/atleta/FERRO-Francesca/dayRkpOlbGg%3D
330,2186.0,16.48,657.0,5.67,750.0,26.21,779.0,FANTESINI Elena,https://www.fidal.it/atleta/FANTESINI-Elena/eqiRlpmfamg%3D
331,2186.0,14.82,866.0,4.87,524.0,26.01,796.0,LUGLI Anna,https://www.fidal.it/atleta/LUGLI-Anna/eqyRkpWjaWo%3D
332,2185.0,15.42,787.0,5.15,601.0,26.0,797.0,MANCINELLI Chiara,https://www.fidal.it/atleta/MANCINELLI-Chiara/dq2Rkpmka2s%3D
333,2185.0,15.32,800.0,5.17,606.0,26.21,779.0,ROSSI Cecilia,https://www.fidal.it/atleta/ROSSI-Cecilia/dq2Rkpuka2s%3D
334,2183.0,16.31,677.0,5.71,762.0,26.62,744.0,LOMBARDINI Anna,https://www.fidal.it/atleta/LOMBARDINI-Anna/eKAAARk5Sha2k%3D
335,2183.0,15.41,788.0,5.39,668.0,26.82,727.0,BRAMBILLA Chiara,https://www.fidal.it/atleta/BRAMBILLA-Chiara/dq2RkpSja2o%3D
336,2182.0,15.1,828.0,5.11,589.0,26.37,765.0,TOSO Marta,https://www.fidal.it/atleta/TOSO-Marta/dKAAARk5qkcGs%3D
