punteggio,prestazione,vento,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
692.0,4.57,,FACCHIN Alessia,1993,CF,ANA ATL.FELTRE,10 su- 1,Mogliano Veneto,2008-09-27,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
691.0,5.91,,SAADAOUI Omar,2008,CM,ANA ATL.FELTRE,1 su- 1,Feltre,2023-10-21,https://www.fidal.it/atleta/SAADAOUI-Omar/eKmRlJimbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
690.0,4.56,+3.3,ZANON Gaia,2002,JF,ANA ATL.FELTRE,12 se- 2,Padova,2021-05-23,https://www.fidal.it/atleta/ZANON-Gaia/eKmRlJilbmM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
688.0,4.55,,MAHJOUBI Gaia,2004,CF,ANA ATL.FELTRE,6 su- 1,Vittorio Veneto,2019-04-27,https://www.fidal.it/atleta/MAHJOUBI-Gaia/eKmRlJejamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
687.0,5.89,+0.5,BIESUZ Enrico,2002,AM,ANA ATL.FELTRE,13 se- 1,Caorle,2018-05-06,https://www.fidal.it/atleta/BIESUZ-Enrico/eKmRlJSjb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
686.0,4.54,,SPADA Silvia,1995,CF,ANA ATL.FELTRE,2 se- 1,Feltre,2010-05-15,https://www.fidal.it/atleta/SPADA-Silvia/eKmRlJOkaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
685.0,5.88,+0.1,ARGENTA Alessio,2006,AM,ANA ATL.FELTRE,6 su- 1,Modena,2022-09-07,https://www.fidal.it/atleta/ARGENTA-Alessio/eKmRlJama2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
684.0,4.53,+1.1,DE RIZ Chiara,2005,AF,ANA ATL.FELTRE,7 se- 1,Padova,2022-05-01,https://www.fidal.it/atleta/DE-RIZ-Chiara/eKmRlJioaWM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
684.0,4.53,-1.2,FACCHIN Alessia,1993,AF,ANA ATL.FELTRE,17 su- 1,Verona,2010-05-30,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
684.0,4.53,+0.1,MAHJOUBI Gaia,2004,AF,ANA ATL.FELTRE,10 su- 1,Cles,2021-09-26,https://www.fidal.it/atleta/MAHJOUBI-Gaia/eKmRlJejamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
683.0,5.87,+1.4,SAADAOUI Omar,2008,AM,ANA ATL.FELTRE,10 su- 1,Feltre,2024-06-22,https://www.fidal.it/atleta/SAADAOUI-Omar/eKmRlJimbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
683.0,5.87,+4.0,DALLA POZZA Elia,1991,PM,ANA ATL.FELTRE,20 su- 1,Marcon,2011-05-15,https://www.fidal.it/atleta/DALLA-POZZA-Elia/eKmRlJWjbWM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
682.0,4.52,,FONTANA Stefania,1994,CF,ANA ATL.FELTRE,1 se- 1,Longarone,2009-05-09,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
682.0,4.52,,SCOPEL Gioia,2002,CF,ANA ATL.FELTRE,4 se- 1,Agordo,2016-10-15,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
681.0,5.86,,VENDRAME Marco,1995,JM,ANA ATL.FELTRE,2 se- 1,Feltre,2014-08-28,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
679.0,5.85,+0.3,ARGENTA Alessio,2006,AM,ANA ATL.FELTRE,3 su- 1,Feltre,2022-06-25,https://www.fidal.it/atleta/ARGENTA-Alessio/eKmRlJama2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
679.0,4.51,+1.4,ZANON Gaia,2002,JF,ANA ATL.FELTRE,13 su- 1,Udine,2020-08-08,https://www.fidal.it/atleta/ZANON-Gaia/eKmRlJilbmM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
677.0,4.5,+0.0,DE RIZ Chiara,2005,AF,ANA ATL.FELTRE,8 se- 1,Padova,2022-05-15,https://www.fidal.it/atleta/DE-RIZ-Chiara/eKmRlJioaWM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
677.0,4.5,,FACCHIN Alessia,1993,AF,ANA ATL.FELTRE,1 se- 1,Feltre,2009-06-20,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
677.0,5.84,,ARGENTA Alessio,2006,AM,ANA ATL.FELTRE,2 su- 1,Agordo,2022-08-31,https://www.fidal.it/atleta/ARGENTA-Alessio/eKmRlJama2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
677.0,4.5,+1.2,ZANON Gaia,2002,JF,ANA ATL.FELTRE,12 se- 2,Padova,2021-05-23,https://www.fidal.it/atleta/ZANON-Gaia/eKmRlJilbmM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
677.0,5.84,+0.4,ARGENTA Alessio,2006,AM,ANA ATL.FELTRE,10 se- 1,Caorle,2023-05-27,https://www.fidal.it/atleta/ARGENTA-Alessio/eKmRlJama2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
675.0,4.49,,BASSANI Hilary,1992,CF,ANA ATL.FELTRE,2 se- 1,Longarone,2007-05-12,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
675.0,5.83,+1.1,BENVEGNU' Edoardo,2000,AM,ANA ATL.FELTRE,5 se- 1,Jesolo,2017-09-17,https://www.fidal.it/atleta/BENVEGNU-Edoardo/eKmRlJihaWQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
675.0,4.49,,FACCHIN Alessia,1993,CF,ANA ATL.FELTRE,1 su- 1,Mestre,2007-10-06,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
673.0,4.48,,COLMANET Elena,1996,CF,ANA ATL.FELTRE,9 su- 1,Rovigo,2010-06-05,https://www.fidal.it/atleta/COLMANET-Elena/eKmRlJSocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
672.0,5.82,,BIESUZ Enrico,2002,CM,ANA ATL.FELTRE,2 se- 1,Feltre,2017-10-14,https://www.fidal.it/atleta/BIESUZ-Enrico/eKmRlJSjb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
672.0,5.82,+0.8,BELLUS Riccardo,2008,AM,ANA ATL.FELTRE,11 su- 1,Feltre,2024-06-22,https://www.fidal.it/atleta/BELLUS-Riccardo/eKmRlJekamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
671.0,4.47,+0.9,DE RIZ Chiara,2005,AF,ANA ATL.FELTRE,6 se- 1,Verona,2022-05-08,https://www.fidal.it/atleta/DE-RIZ-Chiara/eKmRlJioaWM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
671.0,4.47,,GIUSTI Lovely,2009,CF,ANA ATL.FELTRE,4 su- 1,Agordo,2023-06-25,https://www.fidal.it/atleta/GIUSTI-Lovely/eKmRlJiiaWg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
670.0,5.81,-0.1,BELLUS Riccardo,2008,AM,ANA ATL.FELTRE,11 se- 2,Mestre,2024-06-09,https://www.fidal.it/atleta/BELLUS-Riccardo/eKmRlJekamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
669.0,4.46,+1.9,DE RIZ Chiara,2005,AF,ANA ATL.FELTRE,8 se- 1,Modena,2022-04-25,https://www.fidal.it/atleta/DE-RIZ-Chiara/eKmRlJioaWM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
668.0,5.8,+0.0,SAADAOUI Omar,2008,AM,ANA ATL.FELTRE,6 su- 1,San Bonifacio,2024-07-11,https://www.fidal.it/atleta/SAADAOUI-Omar/eKmRlJimbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
667.0,4.45,,FONTANA Stefania,1994,CF,ANA ATL.FELTRE,2 se- 1,Belluno,2008-04-12,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
667.0,4.45,,FACCHIN Alessia,1993,CF,ANA ATL.FELTRE,1 su- 1,Longarone,2007-05-19,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
666.0,5.79,+4.0,FERRIGHETTO Ivan,1995,PM,ANA ATL.FELTRE,10 su- 1,Caprino Veronese,2015-06-28,https://www.fidal.it/atleta/FERRIGHETTO-Ivan/eKmRlJKkaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
665.0,4.44,+3.1,RAVEANE Giorgia,2002,CF,ANA ATL.FELTRE,20 su- 1,Rovigo,2016-05-28,https://www.fidal.it/atleta/RAVEANE-Giorgia/eKmRlJakbmc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
665.0,4.44,-1.5,FONTANA Stefania,1994,CF,ANA ATL.FELTRE,11 su- 1,Verona,2008-06-01,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
665.0,4.44,+0.0,BASSANI Hilary,1992,CF,ANA ATL.FELTRE,5 se- 1,Nove,2006-10-01,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
664.0,5.78,+1.7,BELLUS Riccardo,2008,CM,ANA ATL.FELTRE,8 su- 1,Majano,2023-09-09,https://www.fidal.it/atleta/BELLUS-Riccardo/eKmRlJekamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
664.0,5.78,+3.8,ARGENTA Alessio,2006,AM,ANA ATL.FELTRE,8 se- 1,Vittorio Veneto,2022-05-28,https://www.fidal.it/atleta/ARGENTA-Alessio/eKmRlJama2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
664.0,5.78,-0.4,CANOVA Luca,1991,AM,ANA ATL.FELTRE,2 su- 1,Rosa,2008-06-14,https://www.fidal.it/atleta/CANOVA-Luca/eKiRlZKia2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
664.0,5.78,+2.1,TAMBURLIN Piero,1996,AM,ANA ATL.FELTRE,9 su- 1,Montebelluna,2013-05-05,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
664.0,5.78,-0.5,TAMBURLIN Piero,1996,JM,ANA ATL.FELTRE,10 se- 1,Vicenza,2014-05-11,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
664.0,5.78,+2.3,VELLO Michele,1997,JM,ANA ATL.FELTRE,8 se- 1,Agordo,2016-05-22,https://www.fidal.it/atleta/VELLO-Michele/eKmRlJSkb2U%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
663.0,4.43,,CANOVA Aurora,2001,CF,ANA ATL.FELTRE,3 se- 1,Agordo,2015-05-16,https://www.fidal.it/atleta/CANOVA-Aurora/eKmRlJamcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
663.0,4.43,+0.7,MAHJOUBI Gaia,2004,CF,ANA ATL.FELTRE,2 se- 1,Belluno,2019-10-19,https://www.fidal.it/atleta/MAHJOUBI-Gaia/eKmRlJejamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
663.0,4.43,+1.6,TAMBURLIN Anna,2000,AF,ANA ATL.FELTRE,9 su- 1,Caorle,2016-05-28,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
662.0,5.77,+0.9,ARGENTA Alessio,2006,AM,ANA ATL.FELTRE,6 se- 1,Padova,2023-05-01,https://www.fidal.it/atleta/ARGENTA-Alessio/eKmRlJama2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
660.0,5.76,+0.8,TREVISAN David,1994,AM,ANA ATL.FELTRE,12 su- 1,Vicenza,2011-05-22,https://www.fidal.it/atleta/TREVISAN-David/eKmRlJSlaGk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
660.0,4.42,-2.4,TAMBURLIN Anna,2000,AF,ANA ATL.FELTRE,17 se- 2,Vicenza,2017-05-14,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
660.0,5.76,+1.7,TAMBURLIN Piero,1996,JM,ANA ATL.FELTRE,7 se- 1,Marcon,2015-05-10,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
660.0,5.76,+0.0,SARTORI Tommaso,1995,AM,ANA ATL.FELTRE,11 su- 1,Bastia Umbra,2012-06-24,https://www.fidal.it/atleta/SARTORI-Tommaso/eKmRlJKkaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
658.0,4.41,+1.5,STRAPPAZZON Irene,1996,AF,ANA ATL.FELTRE,10 se- 1,Padova,2013-05-23,https://www.fidal.it/atleta/STRAPPAZZON-Irene/eK6RkpOhbmk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
658.0,4.41,,FIAMMENGO Angelica,1995,CF,ANA ATL.FELTRE,2 se- 1,Feltre,2010-06-02,https://www.fidal.it/atleta/FIAMMENGO-Angelica/eKmRlJSocWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
658.0,5.75,-1.0,BIESUZ Enrico,2002,AM,ANA ATL.FELTRE,14 su- 1,Piombino Dese,2018-04-25,https://www.fidal.it/atleta/BIESUZ-Enrico/eKmRlJSjb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
656.0,5.74,+0.1,TAMBURLIN Piero,1996,AM,ANA ATL.FELTRE,9 su- 1,Montebelluna,2013-05-05,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
656.0,4.4,,MAHJOUBI Gaia,2004,CF,ANA ATL.FELTRE,3 se- 1,Domegge Di Cadore,2019-04-13,https://www.fidal.it/atleta/MAHJOUBI-Gaia/eKmRlJejamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
656.0,4.4,,CANOVA Aurora,2001,CF,ANA ATL.FELTRE,5 se- 1,Caprino Veronese,2015-05-19,https://www.fidal.it/atleta/CANOVA-Aurora/eKmRlJamcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
656.0,4.4,-0.8,COLUSSI Leila,2006,CF,ANA ATL.FELTRE,9 su- 1,Vittorio Veneto,2021-09-18,https://www.fidal.it/atleta/COLUSSI-Leila/eKmRlJeob2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
656.0,4.4,+0.4,MARAZZINI Giulia,1998,CF,ANA ATL.FELTRE,17 se- 2,Caprino Veronese,2013-09-28,https://www.fidal.it/atleta/MARAZZINI-Giulia/eKmRlJSncWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
656.0,4.4,,CANOVA Aurora,2001,CF,ANA ATL.FELTRE,5 se- 1,Agordo,2016-05-01,https://www.fidal.it/atleta/CANOVA-Aurora/eKmRlJamcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
654.0,4.39,,SCHENAL Anna,2004,CF,ANA ATL.FELTRE,2 se- 1,Agordo,2019-05-12,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
654.0,4.39,+0.2,D'ALBERTO Elena,2000,AF,ANA ATL.FELTRE,7 se- 1,Vicenza,2017-05-14,https://www.fidal.it/atleta/D-ALBERTO-Elena/eKmRlJSjb2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
652.0,4.38,+0.0,STRAPPAZZON Irene,1996,AF,ANA ATL.FELTRE,16 su- 1,Conegliano,2013-06-07,https://www.fidal.it/atleta/STRAPPAZZON-Irene/eK6RkpOhbmk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
650.0,4.37,,SCHENAL Anna,2004,CF,ANA ATL.FELTRE,8 se- 1,Valesella,2018-05-05,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
650.0,4.37,,MAHJOUBI Gaia,2004,CF,ANA ATL.FELTRE,7 su- 1,Agordo,2018-08-29,https://www.fidal.it/atleta/MAHJOUBI-Gaia/eKmRlJejamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
650.0,4.37,,FACCHIN Alessia,1993,CF,ANA ATL.FELTRE,4 se- 1,Belluno,2008-04-12,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
648.0,4.36,+2.6,ZANON Gaia,2002,JF,ANA ATL.FELTRE,12 se- 1,Treviso,2020-07-26,https://www.fidal.it/atleta/ZANON-Gaia/eKmRlJilbmM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
647.0,5.7,,SAADAOUI Omar,2008,CM,ANA ATL.FELTRE,5 se- 2,Verona,2023-06-02,https://www.fidal.it/atleta/SAADAOUI-Omar/eKmRlJimbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
646.0,4.35,,PAULETTI Alice,1995,CF,ANA ATL.FELTRE,4 se- 1,Feltre,2009-06-20,https://www.fidal.it/atleta/PAULETTI-Alice/eKmRlJShbmc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
646.0,4.35,+0.6,ZANON Gaia,2002,JF,ANA ATL.FELTRE,18 se- 2,Vicenza,2021-05-09,https://www.fidal.it/atleta/ZANON-Gaia/eKmRlJilbmM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
645.0,5.69,+0.7,VENDRAME Marco,1995,AM,ANA ATL.FELTRE,14 su- 1,Vicenza,2011-05-22,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
645.0,5.69,-2.1,BIESUZ Enrico,2002,AM,ANA ATL.FELTRE,5 se- 1,San Biagio Di Callalta,2018-05-13,https://www.fidal.it/atleta/BIESUZ-Enrico/eKmRlJSjb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
645.0,5.69,+0.5,BENVEGNU' Edoardo,2000,AM,ANA ATL.FELTRE,10 su- 1,Chiari,2017-10-01,https://www.fidal.it/atleta/BENVEGNU-Edoardo/eKmRlJihaWQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
645.0,5.69,-0.1,BIESUZ Enrico,2002,CM,ANA ATL.FELTRE,8 su- 1,Caprino Veronese,2017-09-24,https://www.fidal.it/atleta/BIESUZ-Enrico/eKmRlJSjb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
645.0,5.69,+0.0,AGOSTINETTO Isacco,1999,AM,ANA ATL.FELTRE,8 su- 1,Bovolone,2016-10-02,https://www.fidal.it/atleta/AGOSTINETTO-Isacco/eKyRkpaga2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
645.0,5.69,+3.2,SAADAOUI Omar,2008,CM,ANA ATL.FELTRE,1 se- 1,San Biagio Di Callalta,2023-05-21,https://www.fidal.it/atleta/SAADAOUI-Omar/eKmRlJimbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
644.0,4.34,,TESSARIN Gaia,2003,CF,ANA ATL.FELTRE,4 se- 1,Agordo,2018-04-21,https://www.fidal.it/atleta/TESSARIN-Gaia/eKmRlJekamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
644.0,4.34,+0.9,TAMBURLIN Anna,2000,AF,ANA ATL.FELTRE,6 se- 1,Vicenza,2016-05-01,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
643.0,5.68,,AGOSTINETTO Isacco,1999,CM,ANA ATL.FELTRE,2 se- 1,Agordo,2014-10-18,https://www.fidal.it/atleta/AGOSTINETTO-Isacco/eKyRkpaga2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
643.0,5.68,,COSTA Edgard,1999,CM,ANA ATL.FELTRE,2 se- 1,Agordo,2014-10-18,https://www.fidal.it/atleta/COSTA-Edgard/eKmRlJSjbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
639.0,5.66,-3.7,BIESUZ Enrico,2002,AM,ANA ATL.FELTRE,15 se- 2,San Giovanni Lupatoto,2018-04-08,https://www.fidal.it/atleta/BIESUZ-Enrico/eKmRlJSjb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
639.0,4.32,+0.5,ZANON Gaia,2002,JF,ANA ATL.FELTRE,16 se- 2,Vicenza,2021-05-16,https://www.fidal.it/atleta/ZANON-Gaia/eKmRlJilbmM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
637.0,5.65,,TAMBURLIN Piero,1996,CM,ANA ATL.FELTRE,1 se- 1,Belluno,2011-05-07,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
637.0,5.65,,BELLUS Riccardo,2008,CM,ANA ATL.FELTRE,3 su- 1,Feltre,2023-10-21,https://www.fidal.it/atleta/BELLUS-Riccardo/eKmRlJekamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
637.0,5.65,+1.8,SAADAOUI Omar,2008,CM,ANA ATL.FELTRE,1 se- 1,San Biagio Di Callalta,2023-05-21,https://www.fidal.it/atleta/SAADAOUI-Omar/eKmRlJimbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
637.0,5.65,+0.8,TAMBURLIN Piero,1996,AM,ANA ATL.FELTRE,9 se- 2,Vicenza,2013-05-19,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
637.0,5.65,+0.6,D'AGOSTINI Enrico,1994,CM,ANA ATL.FELTRE,6 su- 1,Conegliano,2009-04-25,https://www.fidal.it/atleta/D-AGOSTINI-Enrico/eKmRlJSgaGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
637.0,4.31,+0.3,MAHJOUBI Gaia,2004,AF,ANA ATL.FELTRE,7 se- 1,Padova,2021-04-24,https://www.fidal.it/atleta/MAHJOUBI-Gaia/eKmRlJejamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
635.0,4.3,,COLUSSI Leila,2006,CF,ANA ATL.FELTRE,5 se- 1,Alpago,2021-05-30,https://www.fidal.it/atleta/COLUSSI-Leila/eKmRlJeob2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
635.0,4.3,+1.1,FANTINEL Matilde,2010,CF,ANA ATL.FELTRE,3 se- 1,Feltre,2024-06-22,https://www.fidal.it/atleta/FANTINEL-Matilde/eKmRlJmnbWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
635.0,5.64,,BELLUS Riccardo,2008,CM,ANA ATL.FELTRE,6 se- 2,Verona,2023-06-02,https://www.fidal.it/atleta/BELLUS-Riccardo/eKmRlJekamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
635.0,4.3,+0.0,TAMBURLIN Anna,2000,CF,ANA ATL.FELTRE,16 su- 1,Conegliano,2014-09-14,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
633.0,4.29,+0.0,BASSANI Hilary,1992,CF,ANA ATL.FELTRE,10 su- 1,Abano Terme,2006-06-10,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
633.0,4.29,,PERSICO Elisa,2002,CF,ANA ATL.FELTRE,5 se- 1,Agordo,2016-10-15,https://www.fidal.it/atleta/PERSICO-Elisa/eKmRlJWjcGk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
633.0,4.29,+2.9,RAVEANE Giorgia,2002,AF,ANA ATL.FELTRE,15 se- 1,San Biagio Di Callalta,2018-05-13,https://www.fidal.it/atleta/RAVEANE-Giorgia/eKmRlJakbmc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
633.0,4.29,,MENEGAZZO Silvia,2007,CF,ANA ATL.FELTRE,2 se- 2,Alpago,2021-05-30,https://www.fidal.it/atleta/MENEGAZZO-Silvia/eKmRlJeocGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
633.0,5.63,+0.7,FERRIGHETTO Ivan,1995,PM,ANA ATL.FELTRE,10 su- 1,Caprino Veronese,2015-06-28,https://www.fidal.it/atleta/FERRIGHETTO-Ivan/eKmRlJKkaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
633.0,5.63,-0.4,TAMBURLIN Piero,1996,AM,ANA ATL.FELTRE,10 su- 1,Rossano Veneto,2013-09-01,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
631.0,4.28,,MELLO Medlin,2009,CF,ANA ATL.FELTRE,5 su- 1,Borgo Valbelluna,2024-06-15,https://www.fidal.it/atleta/MELLO-Medlin/eKmRlJqga2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
631.0,4.28,,PIOLO Carlotta,2006,CF,ANA ATL.FELTRE,6 se- 1,Alpago,2021-05-30,https://www.fidal.it/atleta/PIOLO-Carlotta/eKmRlJiiaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
629.0,5.61,+0.0,COSTA Edgard,1999,CM,ANA ATL.FELTRE,2 se- 1,Conegliano,2014-09-14,https://www.fidal.it/atleta/COSTA-Edgard/eKmRlJSjbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
629.0,5.61,+0.7,SOPPELSA Mattia,1994,AM,ANA ATL.FELTRE,10 su- 1,Saronno,2011-06-12,https://www.fidal.it/atleta/SOPPELSA-Mattia/eKmRlJShbms%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
